speaker,timestamp,conversation_text,transcript,other_text,condition,rationality,social_impact,valence
Speaker 2,16:17,Yeah.,1042,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 1,16:18,"So I, I was just trying to see if it would be worth like moving all the way to New Jersey and then like, um, you know, like spending some money. And then, like wou- would the experience that I would get from living on campus be worth like the time and money that I would be spending, I guess? Uh-",1042,[],control,0.964609692,-0.039068742,0.156573068
Speaker 2,16:41,"Yeah, that's, that's, that's super fair. Like, just talking to like my friends who are on campus, like so many people... So, I mean, first of all, they're like in doubles, right? So they have each other.",1042,[],control,0.84755309,0.013560194,0.135459314
Speaker 1,16:52,Mm-hmm.,1042,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 2,16:53,But like just like everything else it just like really sucks because like the food is like so bad and terrible.,1042,[],control,0.846011667,-0.025228158,0.076535543
Speaker 1,16:58,Yeah.,1042,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 2,16:58,"It's like the same thing over and over again with no seasoning. Um, I don't know about the restrictions. Yeah, I think Princeton has actually been pretty lax. I don't know if you've been following, but like I, I'm actually really surprised how little COVID cases we have.",1042,[],control,0.896113018,-0.086471036,0.103081015
Speaker 1,17:13,"Yeah, yeah.",1042,[],control,0.756545903,-0.169217703,-0.028997424
Speaker 2,17:15,"Like they started doing this day-by-day tracking thing and like, I think, yesterday we had like zero cases.",1042,[],control,1.01901091,-0.067270429,0.078276322
Speaker 1,17:20,"Oh, that's crazy.",1042,[],control,0.477703911,0.131310735,-0.13594377
Speaker 2,17:22,"Yeah, it's, it's super nice.",1042,[],control,0.543973479,-0.105941571,0.134688568
Speaker 1,17:23,Mm-hmm.,1042,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 2,17:23,"But, um, I mean, hopefully like they just like... I don't know what they're doing anymore in terms of the vaccine because of like that really cryptic email they sent us-",1042,[],control,0.901802808,-0.060498841,0.105952119
Speaker 1,17:31,"Yeah, yeah.",1042,[],control,0.756545903,-0.169217703,-0.028997424
Speaker 2,17:31,.... right?,1042,[],control,1.214122627,0.26966081,0.255556743
Speaker 1,17:31,"It's like, ""What?""",1042,[],control,0.624047959,-0.068725159,0.053018796
Speaker 2,17:33,"Yeah. Like hopefully we get, um, we get the vaccine soon just so we can like-",1042,[],control,0.842573103,-0.055949025,0.155843825
Speaker 1,17:38,Yeah.,1042,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 2,17:38,"... I guess, be a bit more free. It's like I know that a lot of people have like cabin fever at this point.",1042,[],control,0.861316159,-0.05302787,0.12711755
Speaker 1,17:42,"Oh, yeah. I... Yeah. I also heard from someone else that I talked to last week that like-",1042,[],control,0.931639642,-0.100427034,0.113912791
Speaker 2,17:49,"Wait, who is this someone though? Because like my housemate-",1042,[],control,0.941241061,-0.044931693,0.113361434
Speaker 1,17:52,Huh?,1042,[],control,0.844850939,-0.239180591,-0.151529446
Speaker 2,17:53,"... said the same thing and it's like, I, I just had like... I just don't trust it. So like I just want to see if you guys are talking about the same kind of person.",1042,[],control,0.953261092,-0.040453317,0.195801225
Speaker 1,18:01,Oh.,1042,[],control,0.397139084,0.020756123,0.05587816
Speaker 2,18:02,Is it like someone inside of administration?,1042,[],control,0.937750384,0.044632688,0.134024368
Speaker 1,18:06,"Uh, wait, about what?",1042,[],control,1.025516413,-0.021486353,0.037587601
Speaker 2,18:08,"Oh, like your source, your information source.",1042,[],control,0.822492265,0.211845051,0.294382469
Speaker 1,18:11,"Oh, um, some- someone on campus, that's all.",1042,[],control,0.757835631,0.065399741,0.137847053
Speaker 2,18:14,Okay.,1042,[],control,0.812721377,-0.120297631,-0.004907734
Speaker 1,18:14,Yeah.,1042,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 2,18:14,Okay.,1042,[],control,0.812721377,-0.120297631,-0.004907734
Speaker 1,18:15,"yeah, I was just gonna say, um, I... Uh, do you know, Neesha? He's like a senior as well, but he-",1042,[],control,0.902093201,-0.089164769,0.119464029
Speaker 2,18:22,Neisha? No.,1042,[],control,0.620613305,-0.143672178,-0.083112919
Speaker 1,18:24,"Yeah, he was just telling me that like a couple weeks ago like there was just like a, like a group of like 50 students or something that, uh, had a party off campus or something. Uh, like, dang, people really do that during these times.",1042,['laugh'],control,0.925350506,-0.043940043,0.133070709
Speaker 2,18:41,"Yeah, I was told it was like a frat who hosted a party.",1042,[],control,0.950328251,-0.101493459,0.110532161
Speaker 1,18:45,"Yeah, yeah.",1042,[],control,0.756545903,-0.169217703,-0.028997424
Speaker 2,18:45,Um-,1042,[],control,0.736779748,-0.082821036,-0.052319142
Speaker 1,18:45,I heard it was like the rugby team's friend or something.,1042,[],control,0.958734664,-0.07069836,0.146701127
Speaker 2,18:49,"Oh, I don't know if it's the rugby team. I was told it... I'm not really familiar with the frats at Princeton.",1042,[],control,0.873887562,-0.093614907,0.112300368
Speaker 1,18:54,Mm-hmm.,1042,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 2,18:55,I think it was like Sigma something.,1042,[],control,0.985859794,-0.113508168,0.092903341
Speaker 1,18:57,Mm.,1042,['laugh'],control,0.57610189,-0.260281843,0.044109252
Speaker 2,18:59," Yeah, but like-",1042,['laugh'],control,0.809504997,-0.097859873,0.077347593
Speaker 1,19:00,Wow. That sounds awful.,1042,[],control,0.61712446,-0.145816591,-0.089115035
Speaker 2,19:02,"Yeah, so like one of those. And then like one of my, um, housemates is an Ivy-",1042,[],control,0.917111539,0.00056151,0.155350144
Speaker 1,19:06,Mm-hmm.,1042,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 2,19:07,"... and I think in his group chat of something like that they were saying like there, um, was some sort of breakout associated with the eating club or something because like they also had a party or something. I don't know. But yeah, there's been like, I guess, spreading at events like that.",1042,[],control,0.922824293,-0.041466052,0.121856484
Speaker 1,19:24,Mm-hmm.,1042,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 2,19:24,"But even like, I was, I don't remember who I was talking to, but they were telling me that they, that they're also like... Like so they're an RCA.",1042,[],control,0.932581107,-0.103333989,0.13115627
Speaker 1,19:32,Mm-hmm.,1042,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 2,19:33,"And I think they told me that like people have been kicked off campus, especially the freshman.",1042,['laugh'],control,0.931273095,-0.045135176,0.100775451
Speaker 1,19:40,"Oh, really?",1042,[],control,0.613761538,-0.085284047,0.200485935
Speaker 2,19:42,"Like, I think they said like there's like freshman who were hosting some party in Studio 34 or something like that-",1042,[],control,0.835542027,-0.029087103,0.103220051
Speaker 1,19:48,Wow.,1042,[],control,0.585978914,-0.136482912,0.05584726
Speaker 2,19:48,... which is super stupid because Studio 34 is such an open area.,1042,[],control,0.990500691,0.002497618,0.110805259
Speaker 1,19:52,Right.,1042,['laugh'],control,1.0883696,0.091314213,-0.05284302
Speaker 2,19:53,"Um, and like they actually or not only, not only did they get kicked off campus, but I think they also got suspended for a year.",1042,[],control,1.009850828,-0.091719406,0.133862942
Speaker 1,20:00,Oh really?,1042,[],control,0.613761538,-0.085284047,0.200485935
Speaker 2,20:01,"Yeah. Which honestly, I don't feel bad for them.",1042,[],control,0.708903218,-0.135100007,0.078695546
Speaker 1,20:04,"Yeah, I mean, if you're gonna do that.",1042,[],control,0.972649833,-0.138938146,0.066594525
Speaker 2,20:07,"If you're gonna do stupid... Yeah, if you're gonna do shit like that at least be more, more smart about it, I guess.",1042,[],control,0.916453469,-0.056920759,0.056383633
Speaker 1,20:10,Yeah.,1042,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 2,20:11,Like don't throw a rager where like PC and EC come close to you guys.,1042,[],control,0.840561902,0.024316036,0.093115988
Speaker 1,20:16,"Yeah, exactly. Like the, yeah, Studio 34, thinking about it, like, like not only is it like a public spot, but like there's so many like windows that you can see from the outside.",1042,[],control,0.923692305,-0.013303375,0.141841782
Speaker 2,20:29,Yeah.,1042,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 1,20:29,"And I'm just like, really?""",1042,[],control,0.757306588,-0.098602254,0.135942298
Speaker 2,20:30,"Yeah. Yeah, I also feel like it's like it's so easy to get like really loud just because like the way the place is built.",1042,[],control,0.817839624,-0.027352347,0.163166473
Speaker 1,20:36,Mm-hmm.,1042,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 2,20:36,"Like, a lot of echoes just like will build up and you can easily just like hear people screaming-",1042,[],control,0.781751638,0.002736434,0.135001926
Speaker 1,20:43,Yeah.,1042,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 2,20:43,... Mr. Brightside or something like that.,1042,['laugh'],control,0.832870868,-0.049177026,0.116770843
Speaker 1,20:45,Oh my goodness.,1042,[],control,0.486011533,0.109789196,0.26854185
Speaker 2,20:45,Yeah.,1042,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 1,20:46,"Yeah, that's insane.",1042,[],control,0.596522845,0.016523736,-0.244866309
Speaker 2,20:47,"Yeah. Anyway, it was good seeing you again.",1042,[],control,0.941406602,-0.100648138,0.211148552
Speaker 1,20:49,Yeah.,1042,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 2,20:49,It's been so long.,1042,[],control,0.879822998,-0.189062778,0.041850913
Speaker 1,20:50,"Yeah, same to you. Nice catching up.",1042,[],control,0.866015218,-0.006724526,0.159604976
Speaker 2,20:52,"Yeah, likewise.",1042,[],control,0.768257267,-0.133428969,0.124454142
Speaker 1,0:07,Hi.,1043,[],empathy,0.4530412,-0.126687187,0.03986172
Speaker 2,0:11,"Sorry. Um, I'm so, I'm such a slow reader. So I'm like, what does this say?",1043,['laugh'],empathy,0.846349704,-0.097024923,0.074076888
Speaker 1,0:19,"Oh, yeah. Yeah, no worries.",1043,[],empathy,0.56984048,-0.115525612,-0.086964007
Speaker 2,0:24,"Oh, here are the prompts. Um, I wish I had someone whom I could share... I mean, honestly right now, I just, I wish I had one I could share hugs with because like, I miss hugging people.",1043,[],empathy,0.867132346,-0.105156236,0.187981504
Speaker 1,0:41,"Oh, yeah. Absolutely, you're, I think, um, I wish I could, I, I wish, what, how is it worded? Yeah, I wish I had someone who I could share, um, probably just like, like, spaces with. Because I feel like, right now, it's been, um, like, I, I know the first week on my quarantine here, it's kinda hard being alone. But now, that like, I have a roommate, it's been a lot nicer just having someone physically present with me, um, so.",1043,[],empathy,0.851905231,-0.08057117,0.136463695
Speaker 2,1:07,"And I feel that it's, it's wild, I don't know. Like, that's first, when you know, just like, what's happening? Why, what am I doing?",1043,[],empathy,0.836307478,-0.049885788,0.086974876
Speaker 1,1:18,Mm-hmm.,1043,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 2,1:19,"It's a little bit better now. Um, what would constitute a perfect day for me?",1043,[],empathy,0.918370038,-0.068947888,0.207094416
Speaker 1,1:27,Hmm.,1043,[],empathy,0.871560258,-0.367879644,-0.057847513
Speaker 2,1:33,"Do you have any idea? I'm like, I...",1043,[],empathy,0.843365473,-0.077033316,0.146947124
Speaker 1,1:45,"Are there, I'm sorry.",1043,[],empathy,0.661666133,-0.199753902,-0.068379367
Speaker 2,1:46,"Oh, no. Go ahead.",1043,[],empathy,0.770898773,0.007034548,0.000952814
Speaker 1,1:47,"I, I was gonna ask you, are there any like, activities that you specifically like doing? Or maybe like, people that you like being with?",1043,[],empathy,0.979074508,-0.069739265,0.18186993
Speaker 2,1:54,"Yeah. So I, I honestly, I like to crochet and knit. Um, so I like to do that. But I think what I would like to do, is I would start my day by like, eating pancakes. And then, I'd probably hangout with my friends. Um, and we would watch a movie and like, order dinner. That's, uh, that seems like a good day for me.",1043,['laugh'],empathy,0.929966079,-0.069679795,0.151229688
Speaker 1,2:24,"Yeah. Um, what kinds of movies do you like watching?",1043,[],empathy,0.844700121,-0.006567926,0.15758017
Speaker 2,2:29,"Um, I really like, so I really like all types of movies except scary movies. Um, but recently, I've been, I don't even know if there's probably no genre, but I, I like those like, psychological movies where you're like, ""Whoa. Like, what was happening?"" Um, but I have to be in the mood for it 'cause there's also time where I'm like, ""I'm so exhausted right now."" All I want is a Disney film that'll like, make me feel better.",1043,['laugh'],empathy,0.827131211,-0.08766253,0.112249266
Speaker 1,2:58,"Oh, my God. Yeah. I, I really with that so much because I enjoy those psychological like, like, thriller type movies. But I can't sit through like, two hours of it. So I, I feel like, I lean more towards like, the shorter, um, shows. Like, um, Black Mirror like, where its you're really like-",1043,[],empathy,0.777396542,-0.056578524,0.132241302
Speaker 2,3:15,"Oh, yeah.",1043,[],empathy,0.574259541,-0.062553906,0.020107584
Speaker 1,3:16,"... um, yeah, so.",1043,['laugh'],empathy,0.870734084,-0.029924331,0.045854969
Speaker 2,3:17,"No, I feel that. 'Cause like, I don't know. Sometimes I truly am like, I don't have them, like my brain will just explode if I did this right now.",1043,['laugh'],empathy,0.807761184,-0.084068102,0.100908855
Speaker 1,3:27,Yeah.,1043,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,3:29,What about you? What's the perfect day for you?,1043,[],empathy,1.061906468,-0.088319297,0.289918289
Speaker 1,3:31,"Um, I feel like, I'm like a big, um, coffee person. So I feel like, I would like, get, would make the effort and the time to like, physically go somewhere and, um, probably like, go with, um, my mom or like, a friend or something. Um, and then, I really enjoy reading so I definitely do a lot of reading. Um, same thing with like the movies, you know, any movie show. Um, and then, probably will run or do some kind of like, physical movement, um, either running or dancing. And then, yeah. That will be like, that would be an ideal day.",1043,['laugh'],empathy,0.872449158,-0.008349703,0.167179352
Speaker 2,4:09,"That's so awesome. I used to not like coffee at all, before college. And now, I'm like, coffee please, all the time.",1043,[],empathy,0.852551191,0.022428941,0.13744735
Speaker 1,4:19,"Oh, yeah. That's definitely a problem. Um, my roommate and I actually have two coffee machines in this room. 'Cause we did not correspond about that before coming here. So, um, yeah, we're definitely coffee snobs.",1043,"['laugh', 'laugh']",empathy,0.886446784,-0.046282958,0.083437867
Speaker 2,4:31,"Yeah. My friend has like, uh, both a coffee machine and then, she bought an espresso machine, um-",1043,[],empathy,0.801468733,0.032073568,0.148326815
Speaker 1,4:37,"Oh, she makes a lot.",1043,[],empathy,0.78515191,-0.036252347,0.16069571
Speaker 2,4:37,"... 'cause she liked coffee, she likes coffee so much. But, um, for what in your life, do you feel most grateful? I think my family. Like, I, I'm really family oriented. I love them. I'm so grateful for them. Um, and I guess life. Um, so those are mine.",1043,[],empathy,0.785423259,-0.007451055,0.212093787
Speaker 1,5:01,"Yeah. That, that's really, that's really awesome. I definitely share your sentiment with like, being grateful for my family and, um, also for my health, um, especially right now.",1043,[],empathy,0.790784681,0.038028176,0.244492902
Speaker 2,5:12,Mm-hmm.,1043,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 1,5:12,"I, yeah, I, I, I've known people who have been sick and have gotten sick. So I just appreciate my health and I'm grateful for it way more.",1043,[],empathy,0.830161713,-0.10201574,0.197470194
Speaker 2,5:22,"I think, that's like, it's been crazy to see, um, just how like, fast health can deteriorate. Like, I feel like I had never seen anything like that.",1043,[],empathy,0.733139421,-0.042488636,0.098826586
Speaker 1,5:33,Yeah.,1043,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,5:34,"Um, it does make you be very grateful for that. And I mean grateful for like, those close to you, hopefully also being healthy. Um, I, I truly feel that.",1043,[],empathy,0.840613056,-0.041354204,0.26410848
Speaker 1,5:47,Right.,1043,[],empathy,1.0883696,0.091314213,-0.05284302
Speaker 2,5:49,"Hmm, share your personal problems and struggle you've had, or having? And ask your partner's advice on how they may handle it? Also, ask your partner to reflect back to you, how you seem to be feeling about the problem you have chosen. Um, my problem right now, I find it so hard to motivate myself to go out and about 'cause it's so cold. I'm from Texas.",1043,[],empathy,0.915419408,-0.008192929,0.162116517
Speaker 1,6:23,Yeah.,1043,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,6:23,"So back home, it's, it's, it's always hot. Um, I mean, this year, this year was, uh, a whirlwind for them. But, um, typically it's super hot all the time. Winter is more like a fall. Um, and so being here, it's so hard. Especially now, 'cause before I had classes so I would just leave 'cause I had to. But now, I don't have to leave my room. So then, it's so hard to motivate me to like, go outside, which is terrible but, um.",1043,[],empathy,0.918533388,-0.047975219,0.100039447
Speaker 1,7:00,"Um, yeah, I know. I, I relate with that so much. Like, I, I really agree. I think one piece of advice I could offer being from New Jersey, um, is wearing a hat. I think that makes like, the biggest difference. Because like, like I feel like, my main reason for like, not going outside is the, the cold, like you said.",1043,[],empathy,0.939157094,-0.072366824,0.142452657
Speaker 2,7:19,Mm-hmm.,1043,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 1,7:19,"And I think that dressing properly, um, really impacts my ability to be outside for like, longer now, so yeah. I think I cut you off, so sorry. Continue.",1043,[],empathy,0.939949291,-0.048654023,0.091049814
Speaker 2,7:29,"Oh, no, no. Uh, oh, uh, like, I was just probably gonna say some side thing. Um, I don't get this last part. Ask your partner to reflect back how you seem to be feeling about the problem you have chosen. But I guess, I'm asking.",1043,['laugh'],empathy,0.889835514,-0.044168914,0.141516803
Speaker 1,7:49,"Um, I sympathize with you because I also feel the cold. I've never been much m- like, too much of an outdoors person especially like, during winter. Like, during the summer, I enjoy it. Like, yeah, um, but similar to how you're feeling right now, I also don't love the outdoors. So I think, I really understand your struggle.",1043,['laugh'],empathy,0.743405196,-0.042216042,0.176631498
Speaker 2,8:11,"Awesome. Yeah, it's, the cold is crazy. I don't, I don't understand. I used to think I hated like, being hot more than I hated being cold. Well, that's just not true.",1043,[],empathy,0.787540377,-0.069853681,0.047565751
Speaker 1,8:23,Mm-hmm.,1043,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 2,8:24,"It's, it's a whole, it's crazy. It's, it's not, it's not as easy, as I thought it would be to handle.",1043,['laugh'],empathy,0.919925142,-0.090901153,0.073273028
Speaker 1,8:32,"Yeah. Maybe like, also try finding like, places that you wanna be like, um, I'm a first year. So like, um, like, I, I don't know that many places so that gives me like, an excuse to go out and like, like, try to find things I like. And like, you know, find them.",1043,[],empathy,0.840987077,-0.02732662,0.175261579
Speaker 2,8:45,Yay.,1043,[],empathy,0.405676773,-0.0253236,0.033779433
Speaker 1,8:45,"But, yeah.",1043,['laugh'],empathy,1.009314223,-0.155656332,0.01999265
Speaker 2,8:48,"That's awesome. I like, I was so nervous thinking about like, ""Oh, like, how are the first years going to do this?"" Like, but I think a lot of them are, are doing very well. They're thriving.",1043,[],empathy,0.930967263,-0.028257931,0.127679853
Speaker 1,8:59,"Makes sense. Um, yeah, I guess I can share a, a personal struggle. Um, for me, it's definitely been like, time management here. Um, I think at home, it was like, pretty easy to sink into like, a routine because you didn't have to, um, worry about other things that you kinda have to take care of your like, small things like, I don't know, like, laundry like, it sounds stupid.",1043,[],empathy,0.836493581,-0.020903866,0.131671261
Speaker 2,9:21,Yeah.,1043,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 1,9:21,"But, um, yeah, like I just think that. I've been not that great about like, keeping track of like, my time and making time for like, myself, socializing, academics and like, you know, everything like that, so.",1043,[],empathy,0.910903501,-0.021621318,0.184593235
Speaker 2,9:31,"Yeah. No, it's, I, I actually, I agree with you. It's, yesterday I, I did my laundry at 1:30AM, um.",1043,[],empathy,0.835875604,-0.153794987,0.04558301
Speaker 1,9:42,AM?,1043,[],empathy,0.522089662,-0.273260166,-0.111037393
Speaker 2,9:42,"Yeah. Because I, I put it off for like a week. And I try not, I, well, I try and we've only been here for a month. I've been trying not to let my laundry get too full because I actually have to leave my building to do my laundry. So carrying it is hard if it gets too heavy. Um, but I, that's the time that I chose to do my laundry because I refuse to use regular daytime to do the laundry. It's just so hard to balance wanting to do things during the day. And then, having the things that you have to do, plus school work. So I totally understand that. It's, and I, I sympathize with that too. Um, I guess one piece of advice that I would give, is being like, intentional and actually sometimes writing out, I'm gonna do work at this time. Or like, putting a deadline. Like, I will do laundry by the end of today. I don't care how like, I'm doing that. I think that's helped me, um, in getting myself to do things. 'Cause sometimes when I don't write stuff down or like, set a schedule for myself, I'm just like, oh, it'll happen eventually like, it will happen later. But if you schedule something then, you have something else that has to be done later.",1043,[],empathy,0.982189084,-0.066896979,0.131331007
Speaker 1,11:07,"Okay, yeah. Fantastic. I'm gonna keep that in mind. I, I have never like, been like, the type to write things down. I'm just like, mentally like, keep track of it. But that was a good, that's a good thing to do.",1043,['laugh'],empathy,0.929188062,-0.076571756,0.145631684
Speaker 2,11:17,"Well, yeah. I, same. I, I hate like, agendas and stuff like that. Um, but college really did a number and I was like, I gotta, I gotta write a couple things down. I still am pretty bad at like, I can't write my assignments. I just constantly check the syllabus like, every single day to make sure that I know when things are due. Um, so whom do you admire the most? In what way does that person inspire you? Kind of cliché but like, I admire my mom or my dad, I guess. I'll put my mom for today. She can have the spotlight. Um, 'cause she, she inspires me because like, she, so she, she moved to the US when my sister was six so that we could all go to school in the US. She didn't know English. She didn't know any of that. She basically just raised us. And then, my dad works out of state. So she basically just like, for nine months out of the year was like, a single mom, in this place she didn't even know. Um, and she's always been like, the most loving, most caring person ever. So she inspires me to be loving and caring too.",1043,['laugh'],empathy,0.894282986,-0.031174691,0.152874769
Speaker 1,12:36,"Has that like, has that enabled you to like, be very close to your, your mom and your sister like, being with them?",1043,[],empathy,0.872662739,0.058700616,0.234685396
Speaker 2,12:41,"Yeah, for sure. Like, I love my dad but I think it's easier for me to like, fight and stay mad at my dad, than it is with my mom. Like, my mom and I, whenever we've like, been angry with at each other like, max is like a couple of hours. And then, it's like, ""Mom, what are you doing?"" Um, but yeah. And then, with my sisters, I always have been pretty close with my sisters. I have two, an older and a younger. I think I'm closer with the younger one 'cause she's closer in age to me. Um, she's two years younger than I am. And then, the older one is six years older than I am. So that one's a little, that one, that one was a little weird before. And now, that we're both old, it's a little more even. But I remember being little and her being, ""Oh, my gosh. Ew, leave. My friends are over. We don't want you here.""",1043,"['laugh', 'laugh', 'laugh']",empathy,0.87304444,-0.013226087,0.150512177
Speaker 1,13:33,"Um, that's really, that's really sweet. Um, yeah, I guess, for me it would be like, like, my parents for sure. But then, I think on top of that like, my professor this semester, my English professor-",1043,[],empathy,0.879879629,-0.041035435,0.132984314
Speaker 2,13:46,Mm-hmm.,1043,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 1,13:47,"... um, she's honestly like, amazing. Like, I feel like, she, I've never been in like, a class that, a humanities class basically that like, has like an open discussion and it's like, super tiny. Um, and she's very open and vulnerable with us and like, she talks about her own life. And then, I don't know, I just feel like, even though we're discussing a book like, we're still discussing our lives and our experiences. And she, she creates this space online that is like, super comforting and welcoming, involving like, everything. That it's just really positive and, yeah. I just really like it and I appreciate her a lot.",1043,[],empathy,0.805751371,-0.013647203,0.186282871
Speaker 2,14:19,"That's so, so awesome. Those like, seminars that has classes are the best.",1043,[],empathy,0.855086371,-0.033159811,0.195510208
Speaker 1,14:24,They really are.,1043,[],empathy,0.782554187,-0.167424706,0.187080425
Speaker 2,14:25,"Because I actually go to like, interact and talk, as opposed to like, 100 people in a room just watching people write stuff on the board.",1043,[],empathy,0.958076497,0.030180216,0.152708005
Speaker 1,14:35,"Oh, true.",1043,[],empathy,0.689483111,0.030724899,0.250843922
Speaker 2,14:35,That's awesome.,1043,[],empathy,0.434202526,0.055013557,0.211238167
Speaker 1,14:35,"Like, people don't like, in this class like, it's not just like, a meeting for like, a second. And then, like meeting back to answer the questions. I mean, it's like, you're like, I'm meeting and I'm actually like, just talking and then, you know, discussing things. It's great.",1043,[],empathy,0.876795349,-0.002013153,0.137481497
Speaker 2,14:47,That's so great. That's so awesome. I'm really happy that you have that class. 'Cause I think those classes can be a godsend amongst others.,1043,['laugh'],empathy,0.79140597,-0.068445221,0.199371776
Speaker 1,14:57,Mm-hmm.,1043,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 2,14:58,"Um, what is a specific long-term goal of yours and how do you plan on reaching it? I mean, my long-term goal right now, is getting into medical school and graduating from there, hopefully. Um, I plan on reaching it, I, I honestly, sometimes I don't know. But right now, I think, I'm just studying for my MCAT, take that test and hopefully get in. Um, and then, grind it out 'cause I don't care what school it is, I don't care where it is. I, a doctor is a doctor, regardless of place and, or GPA. So I'm just gonna grind it out, pass and hopefully get that degree.",1043,[],empathy,1.003503791,-0.045199823,0.136182755
Speaker 1,15:46,"Are there any like, um, struggles, I guess that you, you've been specifically having during the process?",1043,[],empathy,1.019607487,-0.060108006,0.122034049
Speaker 2,15:53,"Yeah. I mean, it's kinda hard because you're supposed to do like, volunteer hours and stuff like that, to boost your application. But given COVID, it's, it's been hard. And then, there's also like, the whole, the whole stigma behind it is like, really good grades, really high scores-",1043,[],empathy,0.900520103,-0.041103882,0.138471118
Speaker 1,16:14,Mm-hmm.,1043,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 2,16:14,"... really like, perfect everything. Um, but classes at Princeton are hard, especially like, chem is like so hard for me. I die. Um, and so that, that's been kinda like, oh, no. I'm getting destroyed by chem but I need good grades. So I think that's like, the biggest little struggle there.",1043,[],empathy,0.812881654,-0.048311753,0.116948443
Speaker 1,16:39,"Yeah, yeah. That, that sounds super stressful. But it seems like you have a game plan and like, like, you're very like, focused and motivated and like, you know where you wanna go. So hopefully that like, pulls you and like centers you and stuff.",1043,[],empathy,0.879482338,-0.001521567,0.18375828
Speaker 2,16:51,What about you? What's your long specific goal?,1043,[],empathy,1.069216774,-0.005567507,0.191954129
Speaker 1,16:55,"Um, I think for me, um, it's choosing a major, which I honestly, I was the kind of person, um, I think, the kind of person that came into college like, really settled in on like, a major, um, which is, or was neuroscience. But I feel like reconsidering my choices given my experiences in some classes and, um, considering potentially English or history of science or something like that.",1043,[],empathy,0.991126818,-0.058585555,0.152615819
Speaker 2,17:18,Mm-hmm.,1043,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 1,17:18,"So I, I like, just changing my mindset to be more open to that and not as like, fixated on something, is kind of my long-term goal, yeah.",1043,[],empathy,0.999934691,-0.006253563,0.161093193
Speaker 2,17:28,"Oh, yeah. I, I told, I feel you 'cause I had the same struggle my freshman year. I went through a whole like, yes, no, yes, type of situation. 'Cause I came in thinking I was MolBio. And then, I took a class and I was like, ""Labs and MolBio are boring. But the Gen Chem labs, those are so cool."" And I don't know if you have seen the chemistry building, um, that building is beautiful.",1043,['laugh'],empathy,0.932580842,-0.074283016,0.126946397
Speaker 1,17:54,Yeah.,1043,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,17:55,"And like, the facilities in there like, the lab, everybody gets their own hood. And like, it's so fancy. And then, you go to MolBio and it's just a long bench with like, little bottles of alcohol all over, um.",1043,['laugh'],empathy,0.860674625,0.022382935,0.140048848
Speaker 1,18:09,"Well, are you a chem major?",1043,[],empathy,0.857201301,-0.104074066,0.088786492
Speaker 2,18:11,"I was. So then, I switched over to chem. And I like, that went on freshman and then, sophomore year. And I was like, ""Yeah, chem."" And then, the first week of my junior year, which is like, this year, I was sitting in a class and I, I did not understand anything. Like, I've always been kind of that at chem. I had like, one semester where I did okay. And then, the rest of them were just like, train wrecks. And I could feel it, I was like, ""Oh, it's fine though. There's so many different types of chem."" Like, I'll just like, grow into it. And then, I sat in that lecture for like, the entirety that I was like, ""Yeah, no. This isn't gonna work."" And as soon as it was over like, I emailed my dean and I was like, ""I can't do this. Switch me back to Mol, please.""",1043,[],empathy,0.932359815,-0.072222981,0.118714152
Speaker 1,18:53,Yeah.,1043,[],empathy,0.761711808,-0.192571471,-0.042331857
Speaker 2,18:53,"So I'm now, a Mol major.",1043,[],empathy,0.896393049,-0.089693632,-0.001585849
Speaker 1,18:55,Okay.,1043,[],empathy,0.812721377,-0.120297631,-0.004907734
